label,clean_tweet
2,دموع بنكيران العلرائش تقبلها ذماء المواظفين البسطاء ساحة الرباط لعبة الله أيها المسيح الذجال
1,machetinich ana kan9aleb 3la tilifoni wana kantwiti bih
2,طفلة عمرها 5 ماذا تفهم ترامب السياسة فلسطين حت تجعلوها ترفع شعارات سياسية
0,تستحق ذلك انت نموذج لكل لاعب مصري يفكر الاحتراف اوروبيا
1,manjawbkch akhti kol wahd fihum khda li ystah9 o 3tader oref b imt lmgharba
2,دبلوماسية روحية تتحدثون ؟
1,metro ou 77 cm baraka 3liya ana yak hadik li 3ajbani sghir menni 7ouwa lmouhim
0,jai assist 2 fois a casa w dakchi kaydouz mzyan f les villes
1,هههههه هداااا عليا عاوتاني معرت
2,فيقوا يا عرب كفا التخلف
2,الطمع والغرورر بنادم طماع على الوهمالمجتمع لم يعد يثق القاة المحاكم
2,اضافة هذا فالمغرب بلد يمنع شيء له علاقة بالحرية والكرامة والعدالة للمواطنين والمواطنات
2,اغبى شعب فالعالم هذا سؤال سولو على الجماجم الجزائرية مزالا فرنسا
1,شحنة ديال القرقوبي ضبطات فالمحطة الطرقية بتطوان
2,هاد المرحلة صعيييبة ديال يكون تخسر مالك  خاصة على لوليدات الصغار كيكونو تزاد فالنور ومعرفوش معنى الظلام
2,الموت لبنكيران
2,khti mmalki ntiya fatana hta lhaad darajaa fin chftih kidhk 3lihom howa dima ki3amlhom mzian khalik ghi f hanane obaraka
1,oliki9olou nazlin seban f dounia 3and douzi mn fans ibtissam ghir kikharb9ou hna t3awdna fenana mgharba kit3ayro
0,مبروك لكل المغرب المغرب العربس ولكل الوطن العربي ب
2,dounia b khayb haydouh mn groupe omat3tabrohch mn fans ibtissam
0,soka hbibti nmoto fik o nchalah tcharfina o slmi liya 3la ihab o hanon o mohamed saad o gani lmen nchki
0,عائلة جميلة جدا
0,وفقة عفاف كنتمنى خير
1,f khatrek hadi d wakha aram walakine hania d
2,wndirr mabghitt mn lhadra ana 3yit dima sabra wnkhabi 3omri machkitt
2,مساكين ظنوا أنهم أسقطوا الرأس
0,تحية لفدرالية اليسار التي تضم نخبة الشرفاء الدين يتصدون لسياسة التفقير التكليخ التي تنهجها الحكومة صوتي للرسالة
1,تقرير مجلس بوعياش معدل العمليات الجراحية لكل طبيب جراح فالمغرب مافايتش 166 عملية عام
0,الغالي جمالك له مثيل أحبك أحبك
2,mhm ra bayt mchdud lil kaml huwa yakl f chant
1,bezzaf 3lik ya bou lbbader khawyine
1,hia la jebti lia l3iba
1,لابيجي فوجدة حجزات كميات كبيرة ديال الإكستازي والبزناس تشد
2,ظاهرة الانتحار صارت ارتفاع خلال الشهور الأخيرةما السبب؟
2,ch7al dlbinga khsatni bach nfi9 skran wbaghi nzid nsker b ri9 ch7al mi wsatni 3la ch7al mn tri9 3amra ghi 7sada w monafi9in
0,chokran nassimo habibna l3o9balik nchalah tstahal kol khir ya malik l9assf imta tnawarna falmaghrib mrhaba bik
2,kidhkoni likolo bli swto dade hanane yala warona fi had simana okhaliw la9b ykon lmghrib 3arbi 3ndkom mt9doch
2,دبا خدتي لحكومة قفرنها
0,dlicieux mme samira setail bsaha o raha
0,ntmna ya rab twf9i o ytnwer derbek o y3tik 3la 9ed nytek tayba
2,قرد صغير يضحك على عقول الملايين العرب والمسلمين،،
2,هذول ولاد حراام عرب واحتمال يكونو نفس رام الله ويسمى مستعربي لعنة الله على ببيع وطنو وارضو وشرفوو اقسم بالله بدهم طخ يلعن شرفكم يلعن شرف بشتغل اسرائيل اخرتهم بتصفو
2,ft el aid makhllaw liaaaa waloooo azli sud
1,هادا المغرب اللي بغينا كتعاون الجهات أجل التنمية وفد مجلس جماعة اكَزناية الغنية نواحي طنجة للعيون يتشاور ناس الصحرا على أشكال التعاون الاقتصادي المنطقتين  تصاور
0,mafhmtch harama wlkin ana mt2kda bghiti tqsd chi haja zwina
1,bonne nuitttt lt3 rah ghir khssna nchdo lma7al nssy9o
2,حكام العرب لم يعد همهم التطبيع او تطويع نهم ابدعوا تجويع الشعوب
2,3endki lformat bach t5demi f l7ammam
0,hhhhhhhhhhhh amin ya rab walah yawaf9ak fi kol a3malik jaya kanmout 3lik
1,40 دقيقة الروطار زعماء الأغلبية تجمعو الفيلا ديال التراكتور والاستقلال ريوس حمدي وبركة  تصاور وفيديو
0,ghi makanch kay3t lmha lflosss dik chi lach kant katkhdm 3lihum o hya kant mrebya an 3arfaha bnt darhum
1,سانشيث للرباط رئيس الحكومة المحلية ديال جزر الكناري باغي يجي للمغرب
1,الفلفلة فاتت 20 نوضات القربالة فالبرلمان وزير الفلاحة الاثمان مرتفعة عالميا وكون ماشي المخطط الأخضر غاتكون الحالة كارثية
1,hhhhhhhhhhh w chi w7din ghir blkhel bach kaycheleloh
2,انتهازي وبامتياز على راس وزارة السكنى ويتهكم على متشردة حصيلة عمله الحكومي الله اينعل مايحشم
1,خاص تطورات جديدة فقضية بلانات الشينوا جنايات فاس وصلاتها مذكرة باش يدخل الوالي الدردوري وشباط والأزمي وأشخاص آخرين فلائحة المتهمين
0,الخيار الوحيد القوة وفرض الامر الواقعلاحظوا مافعلت اسبانيا بالكاطلان والعراق الاكراد ووو متى سنظل مكتوفي اليد وانتظار اعترافات وحلفاء؟؟؟الصحراء صحراء المغاربة الملك والاحزاب
0,lsawtha nader o manssach chahadat fenana ahlam f sawtha okadalk 3la 9albha kbir owataniytha
2,هههه البام ههه اخي الكريم قول نفقص الشعب اشمن بام بيجيدي فالهوى
1,mhm soukaina had prime ola li morh atmchi w les 2 lkhrinn ba9i whd chehr 3ad ikhrjo whd fihom
2,لعنك الله ولعن امثالك انتو بجم يا شفشاوني يوسف اسمك مايشبه البشر يامتخلف
2,أمريكا الشيطان المجرمه قتلة الاطفال هذا الدمار بلداننا سببها هؤلاء الجرمين
2,لم نبق نعرف هده الفوضى الهلاكة التي بدات بالربيع العبري
2,وهل نسيت فعله بك الاتحاد الاشتراكي والاستقلال ؟؟؟؟مصوا دم المواطن وقاموا ثروات البلاد بينهم
1,فالمناظرة الانتخابية مارين لوبان ماكرون إجراء تسقيف أسعار الكَاز والضو حسن اللي كتقتارحو لوبان وكنواعد بالزيادة فالسميكَ  فيديو
1,tani haja 9bl matji ntya wyah tahmoni blkofr siiro fin tan3so machi tji tamjdi chi zmr 3la ana otdaf3i 3lih onti chayfa
1,hhhh nn rah ghaytsewer f maroc ghir houwa sjel f madrid lol
2,الافضل اغلاقها انا شخصيا لل اشاهدها اطلاقا او خوصصتها وعندها نقيس شعبيتها
2,يفلح الساحر حيث اتى اللعنة على المشعودين
1,3titkom fikra 9olt jaych b logha khra mn ghir faranssiya aw englisiyaa o bhala n3arbo kalima onzidohdaha tiskati
0,happybirthdaymosabalkhateeb 7ak li nifi hhhhhh
2,تجعل الاستثناء قاعدة
2,لقد خربة مدينة فاس العريقة التارخية على يد المجرم شباط ومدير الأمن للمدينة سكان يدفعون ثمن الفساد الإداري
1,الوزير ميراوي تفاصيل النموذج الجديد فالتعليم العالي منها الزامية إتقان الإنجليزية والبرمجيات وأستاذ لكل 50 طالب
1,انا لله انا اليه راجعون لله أعطى له أخد اللهم ارحمه ارزق أهله الصبر السلوان
1,tay yemechiw yejibouhoum men deyour lhopital f limousine la loool
0,محمود الأغا منشور اقراءه اذداد اعجابا بما تنشر ربنا يحفظك اينماتكون
1,la wach bghitini nkhl3 chabab
1,معاذ المرابط منسق المركز الوطني لطوارئ الصحة العامة
1,بوريطة يدعو وزراء خارجية اسرائيل وامريكا ومصر والامارات والبحرين للقاء فصحراءنا
1,no khalini ndiro ana
0,الناس إندونيسيا حبك
1,swtuuuuuuuuuu rah ba9i moins dune heure o fans abdbulah rah ghadiin o yb3do 3lina swtuuu
0,ghita hbiba alah yahdik matkounich nti bhalhom khaliwhom y9olo li bghaw hna nrakzo fhanan fa9at ou tachji3ha 3afakkkkkk
2,لو تهطل المئة الامطار التي تسقط بامريكا لغرق المغرب قاطبة
0,مبروك يا سعد تستاهل اكتر كده لانك فنان عالمي الوطن العربي يفتخر بك
0,tstahl ktr mn had chi a saad nta chrfti loghnya lmghribya
0,الله يوفقك وحنا فنتظار الجديد
2,لله مــــــــا أعـــطى لله مـــا أخـــــــد
0,sa3datak d3i m3ana l3o9ba lina salom o bety
1,hna o machi hna
1,wa daba ghir dini maaak
1,أستاذة الاجتماع هدى كريملي لـكَود عاملات الجنس مكرفسات حقهم الرعاية الصحية والسلامة فأماكن العمل وخاص يدعم المطلب العالمي بإلغاء تجريم خدمتهم
0,ana ga3 tiskatiyin kanbghihom wakha makan3rfhomch lt3 lt3
0,ana njawbak a khti 7itach ihab fannan w matwada3 w charraf lmaghrib l3arabi w 7bib lamgharba w bogoss w sweyat wa3aar
0,البوليساريو يمتلون الصحراء والصحراوين البوليساريو شردمة الانفصاليين أصحاب فتنة يمتلون أنفسهم فقط أما بالنسبة للصحراويين فهم مغاربة شاء شاء ابى ابى
2,chi wahed dakhel skhoun
0,سعد متاءلق كا عادتك الله يدوم فرحتك ويرزقك تحتسب بنفتخر فيك سعد
0,salam stp kifach ihab frahn souhaila mrida onshbatt rah kant khto ohna dima khawaaa
2,9olha nass yebghiwha w matkheli tawa7ed yedekhel f 7yatha chakhssya hya hora nta inssan nadej wa3i matdihach f les adolescentes
2,مدينة مهمشة لاهاليها الحق التعبير رفضهم لمظاهر القهر
1,دعم العلف المدير الجهوي للفلاحة بكازا مضارب على تطبيق القانون وشي مديريات اقليمية مخلية الفلاحة نقل ترانسبور
2,نطالب الدولة بالتدخل العاجل واللامشروط لانقاذ قناة 2m القناة التعليمية الثتقيفية عفوا التكليخية الهدامة والمستهترة بالمواطن المشاهد المغربي هههههه
1,tahadi hada m3a hashtag
2,salam dba nti zwina u ana zwin 3lk haja 3adia hadi mais wakha hkk 3jbtini u ghngol lik bli tu me plait u khsk tfr7i hit ana hua le bogos dial agdal u ila mabghitich idk feh wlkn sara7a khsk tbghi bzz alflifla ylh nkhlik tjwbi u aahh khodi w9tk azin
1,i9darr 9ssad barmaja lltasswiir hit kolchii kikoun mwjd o m9ad 9bl tasswir
0,ana daba tansm3 ra3ak allah b sout saad 3la 9anatosouto brayi7 ala3ssab
1,nti hna ana mafrasiich yalah khlinaa taydkhl ltrend lmaghribiii
0,ana tfarjt waa9fa o ma9dartch nthark mn hda tv hhhdaba 3aabach jiiit diro liha 39al kant zwwina b sawt bassouma
1,darori mani n5admo oghniya n5aliwha 7ta tssali ana diman kan5dam dyal ihab o sohila o kan5rj ma3rftch wach kat7sab
0,كلو حلوو
2,lyum aytla7 monda dyal nouvo la mtl3ch f trending an7qd 3la zaml boh had publique hitach ki khliw lmossiqa wki tmzko lkhora2
1,khoya hicham a va 3lik ghir m3a alkhadma ou tlawi7 ta3 zman
0,اللهم زيد وبارك
1,ba9i ma3alnoch 3la asmaa kamlin mais sma3t chi wehdin galo 9alha f radio 3and montassir ana masma3tch
0,اللهم وفق وسدد خطى السيد عبد الإله بن كيران لما تحب ترضى واجعله مفتاح للخير مغلاق للشر آمر بالمعروف ناهي المنكر
0,هذه الزاوية عبارة شركة وراثية تنتقل أبا جد الأولى أن تنتقل الزعامة بالشورى الأتقى فالأتقى أما فيما يخص التقريب الشعوب فالإسلام يبتغي هذا منذ ظهوره داعي لاستغلاله طرف هذه الفئة المبتدعة
0,عفوفه ابدعتيييي الفيديو رائع وبقوووه الله يوفقك ياارب
2,bghit ndir chi blan koulchi kayn walakin malghitch m3a men
